Name,Address,City,Country,Beds,Trauma,Phone
Palmetto Health Tuomey,129 N Washington St,Sumter,USA,283,General Medical,(803) 774-9000
H B Magruder Memorial Hospital,615 Fulton St,Port Clinton,USA,25,General Medical,(419) 734-3131
Baptist Health Lexington,1740 Nicholasville Road,Lexington,USA,391,General Medical,(859) 260-6100
Mercy Hospital Berryville,214 Carter Street,Berryville,USA,25,General Medical,(870) 423-3355
Eureka Springs Hospital,24 Norris Street,Eureka Springs,USA,22,Breast Cancer,(479) 253-7400
Surgery Specialty Hospitals Of America Southeast Houston,4301-B Vista Rd.,Pasadena,USA,37,General Medical,(713) 378-3000
"Vibra Hospital Of Springfield, Llc",701 N. Walnut Street,Springfield,USA,50,General Medical,(217) 528-1217
Eastern Long Island Hospital,201 Manor Pl,Greenport,USA,90,General Medical,(631) 477-1000
Saint Joseph Hospital,One St Joseph Drive,Lexington,USA,433,General Medical,(859) 278-3436
Vanderbilt Stallworth Rehabilitation Hospital,2201 Children'S Way,Nashville,USA,80,General Medical,(615) 320-7600
Coffey County Hospital,801 North 4th Street,Burlington,USA,78,General Medical,(620) 364-2121
Hosp San Cristobal,506 Carr Road,Coto Laurel,PRI,103,General Medical,(787) 848-2100
Chi St Lukes Health - Brazosport,100 Medical Drive,Lake Jackson,USA,175,Lung Cancer,(979) 297-4411
Providence Holy Family Hospital,5633 N. Lidgerwood St,Spokane,USA,272,Lung Cancer,(509) 482-0111
St. Bernards Medical Center,225 East Jackson Avenue,Jonesboro,USA,378,Lung Cancer,(870) 972-4100
Memorial Hermann The Woodlands Hospital,9250 Pinecroft Drive,The Woodlands,USA,351,Covid,(713) 897-2301
Baylor Scott & White Medical Center - Sunnyvale,231 South Collins Road,Sunnyvale,USA,70,General Medical,(972) 892-3000
Select Specialty Hospital - Grosse Pointe,"468 Cadieux Rd, 3 Northeast",Grosse Pointe,USA,30,General Medical,NOT AVAILABLE
Cox Medical Centers South Hospital,3801 South National Avenue,Springfield,USA,86,I,(417) 269-6000
Park Ridge Hospital,100 Hospital Drive,Hendersonville,USA,103,General Medical,(828) 684-8501
Olando Va Medical Center,13800 Veterans Way,Orlando,USA,1001,General Medical,(407) 631-1000
James H. Quillen Va Medical Center,809 Lamont St,Mountain Home,USA,1001,General Medical,(423) 926-1171
Halifax Regional Medical Center,250 Smith Church Road,Roanoke Rapids,USA,206,General Medical,(252) 535-8011
Kindred Hospital - Greensboro,2401 Southside Blvd,Greensboro,USA,124,General Medical,(336) 271-2800
Davis Regional Medical Center,218 Old Mocksville Road,Statesville,USA,149,General Medical,(704) 873-0281
Wilson Medical Center,1705 Tarboro St. Sw,Wilson,USA,317,General Medical,(252) 399-8040
Duke Health Raleigh Hospital,3400 Wake Forest Road,Raleigh,USA,186,General Medical,(919) 954-3000
Baptist Emergency Hospital - Overlook,26515 North Us Highway 281,San Antonio,USA,8,General Medical,(210) 572-2911
Memorial Hermann Pearland Hospital,16100 South Freeway,Pearland,USA,64,General Medical,(713) 413-6580
Memorial Hermann Southeast Hospital,11800 Astoria Boulevard,Houston,USA,293,Lung Cancer,(281) 929-6100
"Mercy Hospital Ardmore, Inc",1011 14th Avenue Nw,Ardmore,USA,190,Lung Cancer,(580) 223-5400
Oakbend Medical Center,1705 Jackson Street,Richmond,USA,168,Lung Cancer,(281) 341-3000
Hillcrest Hospital South,8801 South 101st East Avenue,Tulsa,USA,180,Lung Cancer,(918) 294-4000
Hillcrest Medical Center,1120 South Utica,Tulsa,USA,620,Lung Cancer,(918) 579-1000
Mcalester Regional Health Center,One Clark Bass Boulevard,Mcalester,USA,170,Lung Cancer,(918) 426-1800
Centura Health-St Francis Medical Center,6001 E Woodmen Road,Colorado Springs,USA,195,Lung Cancer,(719) 571-1000
Kings Daughters Medical Center,2201 Lexington Ave,Ashland,USA,455,General Medical,(606) 327-4401
Bourbon Community Hospital,9 Linville Drive,Paris,USA,58,General Medical,(859) 987-1000
St. Elizabeth Florence,4900 Houston Road,Florence,USA,161,General Medical,(859) 962-5200
Memorial Hospital,4500 Memorial Drive,Belleville,USA,345,General Medical,(618) 233-7750
Oklahoma Heart Hospital South,5200 East I-240 Service Road,Oklahoma City,USA,44,General Medical,(405) 628-6000
Le Bonheur Children'S Hospital,50 North Dunlap,Memphis,USA,225,I,(901) 572-5952
Methodist Hospital-South,1300 Wesley Drive,Memphis,USA,156,General Medical,(901) 346-3770
Va Medical Center - Oklahoma City,921 Ne 13th St,Oklahoma City,USA,1001,General Medical,NOT AVAILABLE
Syosset Hospital,221 Jericho Tpke,Syosset,USA,103,General Medical,(516) 496-6400
Fayette County Memorial Hospital,1430 Columbus Avenue,Washington Ch,USA,25,General Medical,(740) 333-2705
Greenbriar Rehabilitation Hospital,"8064 South Avenue,Suite One",Boardman,USA,1001,General Medical,(330) 965-6432
Crystal Clinic Orthopaedic Center,444 North Main Street,Akron,USA,94,General Medical,(330) 762-2262
St Aloisius Medical Center,325 E Brewster St,Harvey,USA,25,General Medical,(701) 324-4651
Nationwide Children'S Hospital,700 Children'S Drive,Columbus,USA,468,Pediatric Level I,(614) 355-0802
Ohio Hospital For Psychiatry,880 Greenlawn Avenue,Columbus,USA,90,General Medical,(614) 449-9664
Kings Daughters Medical Center Ohio,1901 Argonne Road,Portsmouth,USA,10,General Medical,(740) 991-0081
"Access Hospital Dayton, Llc",2611 Wayne Avenue,Dayton,USA,110,General Medical,(937) 256-7801
Berger Hospital,600 North Pickaway Street,Circleville,USA,82,General Medical,(740) 474-2126
Mcdonald Army Community Hospital,576 Jefferson Avenue,Fort Eustis,USA,30,General Medical,(757) 314-7500
Williamsburg Regional Hospital,500 Nelson Blvd,Kingstree,USA,25,General Medical,(843) 355-8888
Carolinas Hospital System Marion,2829 E Hwy 76,Mullins,USA,124,General Medical,(843) 431-2000
Bigfork Valley Hospital,258 Pine Tree Drive,Bigfork,USA,20,Pneumonia,(218) 743-3177
Buffalo Hospital,303 Catlin Street,Buffalo,USA,65,Pneumonia,(763) 682-1210
Appleton Municipal Hospital,30 South Behl Street,Appleton,USA,15,General Medical,(320) 289-2422
Deer River Health Care Center,115 10th Avenue Northeast,Deer River,USA,22,General Medical,(218) 246-2900
Essentia Health Northern Pines,5211 Highway 110,Aurora,USA,16,Pneumonia,(218) 229-4221
Hennepin County Medical Ctr,701 Park Avenue South,Minneapolis,USA,894,"Level I, I Pediatric",(612) 873-3629
Lakewood Health Center,600 South Main,Baudette,USA,15,General Medical,(218) 634-2120
Mayo Clinic Health Sys Albt Le,404 West Fountain Street,Albert Lea,USA,159,Pneumonia,(507) 373-2384
Mayo Clinic Health Sys Mankato,1025 Marsh St - Po Box 8673,Mankato,USA,272,Covid,(507) 625-4031
Mark Reed Health Care Clinic,322 Birch St S,Mccleary,USA,24,General Medical,(360) 495-3244
Grays Harbor Community Hospital,915 Anderson Dr,Aberdeen,USA,105,Lung Cancer,(360) 537-5000
Quincy Valley Medical Center,908 10th Ave Sw,Quincy,USA,25,Breast Cancer,(509) 787-3531
Dewitt Army Community Hospital,9501 Farrell Road,Fort Belvoir,USA,46,General Medical,(703) 805-0510
Garfield County Public Hospital,66 N 6th Street,Pomeroy,USA,45,Level V,(509) 843-1591
Cox Medical Centers Meyer Orthopedic,3535 S. National Ave.,Springfield,USA,86,General Medical,(417) 269-6000
Childrens Medical Center Plano,7601 Preston Road,Plano,USA,72,General Medical,(469) 303-7000
Healthsouth Rehabilitation Hospital Of Tallahassee,1675 Riggins Rd,Tallahassee,USA,76,General Medical,(850) 656-4800
Adventist Rehabilitation Hospital Of Maryland,9909 Medical Center Drive,Rockville,USA,87,General Medical,(240) 864-6005
Adventist Healthcare Washington Adventist Hospital,7600 Carroll Avenue,Takoma Park,USA,204,General Medical,(301) 891-5651
Cook Hospital,10 Southeast Fifth Street,Cook,USA,14,Pneumonia,(218) 666-5945
Miami Valley Hospital,One Wyoming Street,Dayton,USA,883,Cancer Specialists,(937) 208-8000
Peacehealth St. Joseph Hospital,2901 Squalicum Parkway,Bellingham,USA,253,Covid,(360) 734-5400
Vibra Hospital Of Southeastern Mi - Taylor Campus,"10000 Telegraph Road,2nd Floor,2nd Floor",Taylor,USA,40,General Medical,NOT AVAILABLE
Rehabilitation Institute Of Michigan,261 Mack Blvd,Detroit,USA,74,General Medical,NOT AVAILABLE
Pioneer Specialty Hospital,"50 North Perry,6th Floor",Pontiac,USA,30,General Medical,NOT AVAILABLE
Massachusetts General Hospital,55 Fruit Street,Boston,USA,1035,"Level I, Pediatric I",(617) 726-2000
Daybreak Of Spokane,628 South Cowley,Spokane,USA,34,General Medical,(509) 624-3227
"Physician'S Choice Hospital - Fremont, Llc",2390 Enterprise Drive,Fremont,USA,1001,General Medical,(419) 461-1057
Patrick B Harris Psychiatric Hospital,130 Hwy 252,Anderson,USA,200,General Medical,(864) 231-2600
Sterlington Rehabilitation Hospital,370 W. Hickory Street,Bastrop,USA,1001,General Medical,(318) 281-4531
Ochsner Medical Center-West Bank,120 Oschner Blvd,Gretna,USA,180,General Medical,(504) 371-9355
Centura Health-St Mary Corwin Medical Center,1008 Minnequa Ave,Pueblo,USA,408,Lung Cancer,(719) 557-4000
Baylor Scott & White All Saints Medical Center Fort Worth,1400 8th Avenue,Fort Worth,USA,572,Lung Cancer,(817) 926-2544
Mercy Hospital Rogers,2710 Rife Medical Lane,Rogers,USA,1001,Lung Cancer,(479) 338-8000
Mercy Hospital Fort Smith,7301 Rogers Avenue,Fort Smith,USA,336,Lung Cancer,(479) 314-6000
Wilson N Jones Regional Medical Center,500 North Highland Avenue,Sherman,USA,202,Lung Cancer,(903) 870-4611
Grove City Medical Center,631 North Broad St Ext,Grove City,USA,89,Breast Cancer,(724) 450-7000
Riverside Regional Medical Center,500 J. Clyde Morris Blvd,Newport News,USA,577,Children Specialists,(757) 594-2000
"St. John Medical Center, Inc.",1923 South Utica Avenue,Tulsa,USA,701,Covid,(918) 744-3606
Lakeview Medical Center,2000 Meade Parkway,Suffolk,USA,1001,General Medical,(757) 539-0250
Prairie Community Hospital,312 S Adams,Terry,USA,22,Trh,(406) 635-5511
Methodist Richardson Medical Center,2831 E President George Bush Hwy,Richardson,USA,183,General Medical,(469) 204-2000
Resolute Health,555 Creekside Crossing,New Braunfels,USA,128,General Medical,(830) 500-6602
Saint Marys Regional Medical Center,Campus Avenue,Lewiston,USA,233,General Medical,(207) 777-8100
Geisinger Jersey Shore Hospital,1020 Thompson Street,Jersey Shore,USA,25,General Medical,(570) 398-3101
Florence Hospital At Anthem,4545 North Hunt Highway,Florence,USA,36,General Medical,(520) 868-3333
Divine Providence Hospital,1100 Grampian Boulevard,Williamsport,USA,31,General Medical,(570) 326-8000
Waynesboro Hospital,501 East Main Street,Waynesboro,USA,64,General Medical,(717) 765-4000
Acuity Specialty Hospital Of Arizona At Mesa,215 South Power Road,Mesa,USA,1001,General Medical,(480) 985-6992
Select Specialty Hospital - Youngstown,1044 Belmont Ave,Youngstown,USA,31,General Medical,(330) 480-6664
Baylor Scott & White Medical Center At Waxahachie,2400 N I-35 E,Waxahachie,USA,104,General Medical,(469) 843-4000
Oakbend Medical Center - Williams Way,22003 Southwest Freeway,Sugar Land,USA,57,General Medical,(281) 341-2000
Bay Area Regional Medical Center,200 Blossom Street,Webster,USA,170,General Medical,(281) 525-6530
Chi St Lukes Health - Springwoods Village,2255 E Mossy Oaks Rd,Spring,USA,4,General Medical,(346) 305-5000
North Shore University Hospital,300 Community Dr,Manhasset,USA,764,I,(516) 562-0100
Canyon Vista Medical Center,5700 East Highway 90,Sierra Vista,USA,100,Lung Cancer,(520) 417-3001
Medical Center Of Central Georgia,777 Hemlock Street,Macon,USA,637,Cancer Specialists,NOT AVAILABLE
Lakeview Behavioral Health System,1 Technology Parkway,Norcross,USA,60,General Medical,NOT AVAILABLE
Wellstar North Fulton Hospital,3000 Hospital Boulevard,Roswell,USA,202,Covid,NOT AVAILABLE
Polk Medical Center,2360 Rockmart Hwy,Cedartown,USA,53,General Medical,(770) 748-2500
Select Specialty Hospital - Northeast Atlanta,1821 Clifton Road Ne,Atlanta,USA,18,General Medical,NOT AVAILABLE
Saint Francis Hospital,100 Port Washington Blvd,Roslyn,USA,364,General Medical,(516) 562-6000
Upstate University Hospital - Community Campus,4900 Broad Rd,Syracuse,USA,326,General Medical,(315) 492-5953
"Landmark Hospital Of Athens, Llc",775 Sunset Drive,Athens,USA,50,General Medical,NOT AVAILABLE
Mount Pleasant Hospital,3500 Hwy 17 N,Mount Pleasant,USA,85,General Medical,(843) 724-2954
Citadel Infirmary,171 Moultrie St,Charleston,USA,38,General Medical,(843) 953-6847
Uhhs Bedford Medical Center,44 Blaine Avenue,Bedford,USA,88,General Medical,(440) 735-3900
Whidbey General Hospital,101 Main Street North,Coupeville,USA,51,Lung Cancer,(360) 678-5151
Prosser Memorial Hospital,723 Memorial St,Prosser,USA,26,Breast Cancer,(509) 786-2222
Covenant Children'S Hospital,4015 22nd Place,Lubbock,USA,73,Covid,(806) 725-7960
Multicare Auburn Regional Medical Center,202 North Division St,Auburn,USA,120,Lung Cancer,(253) 833-7711
Seattle Children'S Hospital,4800 Sandpoint Way Ne,Seattle,USA,250,Level I Pediatric,(206) 526-2000
Va Puget Sound Health Care System Seattle,1660 S. Columbian Way,Seattle,USA,504,General Medical,(206) 762-1010
Overlake Hospital Medical Center,1035 116th Ave Ne,Bellevue,USA,337,Lung Cancer,(425) 688-5000
Tippah County Hospital,1005 City Avenue North,Ripley,USA,25,Pneumonia,(662) 837-9221
Spearfish Regional Surgery Center,1316 North 10th Street,Spearfish,USA,4,General Medical,(605) 642-3113
Regional Behavioral Health Center,915 Mountain View Road,Rapid City,USA,1001,General Medical,(605) 719-7200
Henrico Doctors' Hospital,1602 Skipwith Road,Richmond,USA,340,Children Specialists,(804) 289-4500
Lewisgale Hospital Montgomery,3700 South Main Street,Blacksburg,USA,146,Covid,(540) 951-1111
St Vincent Jennings Hospital Inc,301 Henry St,North Vernon,USA,17,General Medical,(812) 352-4200
Noble Hospital,115 West Silver Street,Westfield,USA,97,General Medical,(413) 568-2811
St. Mary'S Healthcare,427 Guy Park Ave,Amsterdam,USA,120,General Medical,(518) 842-1900
Poplar Springs Hospital,350 Poplar Drive,Petersburg,USA,208,General Medical,(804) 733-6874
Eastern Niagara Hospital,2600 William St,Newfane,USA,71,General Medical,(716) 778-5111
Spencer Municipal Hospital,1200 First Avenue East,Spencer,USA,99,Breast Cancer,(712) 264-6111
Zachary - Amg Specialty Hospital,4601 Mchugh Road,Zachary,USA,16,General Medical,(225) 683-1600
Cass Lake Hospital,425 7th St Nw,Cass Lake,USA,1001,General Medical,(218) 335-3270
Essentia Health Sandstone,705 Lundorff Drive South,Sandstone,USA,30,Pneumonia,(320) 245-2212
El Paso Va Health Care System,5001 N Piedras,El Paso,USA,1001,Lung Cancer,(951) 564-6100
St. Alexius Hospital - Jefferson Campus,2639 Miami Street,St. Louis,USA,1001,General Medical,(314) 577-5800
Fort Defiance Indian Hospital,"Hwy 12 & Bonito Dr,Bldg. Fd 3002",Fort Defiance,USA,1001,General Medical,(928) 729-8000
Essentia Health Sandstone,109 Court Avenue South,Sandstone,USA,30,General Medical,(320) 245-2212
Santa Fe Hospital,1700 Cerrillos Road,Santa Fe,USA,39,General Medical,(505) 988-9821
Pender Community Hospital,100 Hospital Drive,Pender,USA,21,General Medical,(402) 385-3083
Morrill County Community Hospital,1313 S Street,Bridgeport,USA,20,Breast Cancer,(308) 262-1616
Cobalth Rehabilitation Hospital,3801 Bienville Street,New Orleans,USA,1001,General Medical,(504) 930-3500
Mineral Area Regional Medical Center,1212 Weber Road,Farmington,USA,98,General Medical,(573) 756-4581
San Carlos Apache Healthcare Corporation,103 Medicine Way Road,Peridot,USA,1001,General Medical,(928) 475-1200
Olin E. Teague Veterans' Medical Center,1901 Veterans Memorial Dr,Temple,USA,1001,General Medical,(254) 778-4811
Lasting Hope Recovery Center,415 South 25th Avenue,Omaha,USA,64,General Medical,(402) 717-5300
"Nebraska Spine Hospital, Llc","6901 North 72nd Street,Suite 20300",Omaha,USA,34,General Medical,(402) 572-3000
Boone County Health Center,723 West Fairview St,Albion,USA,25,General Medical,(402) 395-2191
North Arkansas Regional Medical Center,620 North Willow,Harrison,USA,174,Lung Cancer,(870) 365-2000
Abrazo Arizona Heart Hospital,1930 East Thomas Road,Phoenix,USA,59,General Medical,(602) 532-1000
Pinnaclehealth Harrisburg Campus,111 South Front Street,Harrisburg,USA,577,General Medical,(717) 782-3131
Penn State Hershey Rehabilitation Hospital,1135 Old West Chocolate Avenue,Hummelstown,USA,54,General Medical,(717) 832-2600
Sentara Bayside Hospital,800 Independence Boulevard,Virginia Beach,USA,158,General Medical,(757) 363-6100
Madison Memorial Hospital,450 East Main Street,Rexburg,USA,69,General Medical,(208) 356-3691
Okeene Municipal Hospital,207 East 'F' Street,Okeene,USA,17,General Medical,(580) 822-4417
Carilion Giles Memorial Hospital,1 Taylor Avenue,Pearisburg,USA,25,General Medical,(540) 921-6000
Garfield County Health Center,332 Leavitt Avenue,Jordan,USA,24,General Medical,(406) 557-2500
Cabinet Peaks Medical Center,209 Health Park Drive,Libby,USA,25,General Medical,(406) 283-7000
Granite County Medical Center,310 Sansome,Philipsburg,USA,9,General Medical,(406) 859-3271
Clark Fork Valley Hospital,10 Kruger Rd,Plains,USA,44,Cth,(406) 826-4800
Marias Medical Center,640 Park Ave,Shelby,USA,25,Trh,(406) 434-3200
Mountainview Medical Center,16 W Main,White Sulphur,USA,25,Trh,(406) 547-3321
Liberty Medical Center,315 W Madison Ave,Chester,USA,25,Trh,(406) 759-5181
Stillwater Hospital Association Inc,710 North 11th St,Columbus,USA,23,Trh,(406) 322-5316
Billings Clinic,2800 10th Ave N,Billings,USA,304,Rtc,(406) 657-4000
Bozeman Deaconess Hospital,915 Highland Blvd,Bozeman,USA,86,Ath,(406) 414-5000
St James Healthcare,400 S Clark St,Butte,USA,98,Ath,(406) 723-2500
Upmc Hamot,201 State Street,Erie,USA,412,Covid,(814) 877-6000
Summerville Medical Center,295 Midland Pkwy,Summerville,USA,94,General Medical,(843) 832-5000
Queens Hospital Center,82-68 164th St,Jamaica,USA,247,General Medical,(718) 883-2350
St. John'S Episcopal Hospital-South Shore,327 Beach 19th St,Far Rockaway,USA,241,General Medical,(718) 868-7320
Olmsted Medical Center,1650 Fourth Street Southeast,Rochester,USA,61,Pneumonia,(507) 287-2761
Iroquois Memorial Hospital,200 Fairman Street,Watseka,USA,84,General Medical,(815) 432-5201
Sanford Bemidji Medical Center,1300 Anne Street Northwest,Bemidji,USA,118,Pneumonia,(218) 751-5430
